GEOID,B01003_001E_x,B02001_002E_x,B01001_026E_x,B01003_001M_x,B02001_002T,B01001_026T,B01003_001E_y,B01003_001M_y,B02001_002E_y,B02001_002M,B01001_026E_y,B01001_026M,state,county,tract
10003015502,2848.0,1082.220215352553,1469.9993053143453,465.9611035192172,284.11493954760965,301.9900566139199,2892,640,623,135,1438,334,10,003,015502
10003015600,2338.490909090909,970.7020735487752,1177.6813516312595,567.012946296098,196.1138189867932,216.8506263053604,2773,767,994,167,1348,275,10,003,015600
10003015802,2416.0,1821.622659779918,1181.1686350211212,265.4348243986688,276.7661699156927,157.54716843554726,2356,416,1623,426,1317,290,10,003,015802
10003015900,3341.3564356435645,2055.910805245023,1842.0396169303165,403.1086305186327,405.34480408409695,379.43421830801253,3344,458,2427,556,1690,284,10,003,015900
10003016000,2759.8166273584907,1022.893646556006,1511.8288487964883,448.62590844847284,270.96121252221053,337.7546073869256,2744,629,799,192,1470,302,10,003,016000
10003016100,1883.074569169814,1165.5035786719593,896.2597513588756,293.0240383554051,337.1691087943047,176.55196602647388,2172,329,1578,320,1116,227,10,003,016100
10003016200,2673.744433783113,2084.1737433466246,1300.8363330071618,383.8602429821934,422.43262505709714,229.16439721004656,2492,344,1769,330,1385,219,10,003,016200
10003016301,5074.0,3727.4605037357587,2483.4003034456746,817.7482739421396,580.2895877619089,394.73371576007816,5986,809,2897,522,3105,521,10,003,016301
10003016306,4582.0,2618.285714285714,2408.9647696476964,1020.8102177920279,993.7845951180783,662.6714466124777,4433,821,1665,602,2423,582,10,003,016306
10003016307,2852.0,1629.7142857142856,1499.4254742547425,826.1837128622195,871.4350784222308,584.4335034879414,2606,409,1232,297,1436,257,10,003,016307
10003016308,3747.760447834706,1262.2121944748437,1955.924016558218,791.6918030356886,484.8235415861641,396.72323868446676,4309,985,1397,592,2057,555,10,003,016308
10003016309,3765.239552165294,1272.4986405293296,1964.8442428305793,946.3202130635692,602.9532742949207,507.2316874184478,3674,683,1675,456,1887,456,10,003,016309
10003016401,5828.0,3734.897050841325,2966.1957662384657,554.5157289487875,436.55035191824476,406.3277535749069,6126,942,3478,610,2707,465,10,003,016401
10003016404,2970.602409638554,2637.9704902265366,1491.0724210866779,526.4615057007902,476.7204454870646,224.5196054054557,2878,381,2041,283,1350,187,10,003,016404
10003016608,4298.168873197999,4031.337912341603,1991.2758272865412,637.5002724691402,609.9557489705325,259.50585826175876,6510,897,4126,529,3652,617,10,003,016608
10003016609,5619.0,4303.845096999269,2763.077552806207,828.6092415973458,962.7565985241133,572.8366915294021,5156,457,4107,525,2620,313,10,003,016609
10003016610,5743.0,4398.781370567702,2824.0197501377916,1200.1625107826371,1096.560068747022,633.547078169216,7298,940,4168,745,3916,581,10,003,016610
10003016611,2780.0,2224.353071916177,1444.5054770598508,581.4714742709232,487.6931849365315,396.21243990984533,6782,1511,4911,1449,3283,773,10,003,016611
10003016612,3711.6363636363635,2969.7804846368113,1928.5895885349769,487.04657171358286,491.2203864344733,389.48948236437025,5670,684,4333,686,2886,532,10,003,016612
10003016613,6117.363636363636,4117.9256238555645,3081.598865958407,855.0467717639591,746.0156127768436,622.3734623331404,5352,1037,2757,677,2731,546,10,003,016613
